checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job
unknown,18,repaid,radio_tv,4594,A,B,3,single_male,none,2,other,32,none,own,1,1,1,yes,yes,skilled_employee
A,36,repaid,furniture,3620,A,C,1,single_male,guarantor,2,building_society_savings,37,none,own,1,1,2,none,yes,skilled_employee
A,15,repaid,car_new,1721,A,B,2,single_male,none,3,real_estate,36,none,own,1,1,1,none,yes,skilled_employee
C,12,repaid,furniture,3017,A,B,3,female,none,1,real_estate,34,none,rent,1,1,1,none,yes,mangement_self_employed
C,12,repaid,retraining,754,unknown,A,4,single_male,none,4,building_society_savings,38,none,own,2,1,1,none,yes,skilled_employee
unknown,18,repaid,business,1950,A,D,4,single_male,none,1,other,34,stores,own,2,1,1,yes,yes,skilled_employee
A,24,repaid,car_used,2924,A,C,3,single_male,guarantor,4,unknown_none,63,bank,own,1,1,2,yes,yes,skilled_employee
A,24,delayed,radio_tv,1659,A,B,4,female,none,2,other,29,none,rent,1,2,1,yes,yes,unskilled_resident
unknown,48,delayed,radio_tv,7238,unknown,A,3,single_male,none,3,other,32,bank,own,2,1,2,none,yes,skilled_employee
unknown,33,delayed,business,2764,A,C,2,female,none,2,other,26,none,own,2,1,1,yes,yes,skilled_employee
unknown,24,delayed,car_used,4679,A,D,3,single_male,none,3,other,35,none,own,2,1,1,yes,yes,unskilled_resident
C,24,repaid,radio_tv,3092,C,B,3,married_male,none,2,other,22,none,rent,1,2,1,yes,yes,skilled_employee
A,6,repaid,education,448,A,B,4,female,none,4,building_society_savings,23,none,own,1,2,1,none,yes,skilled_employee
A,9,repaid,car_new,654,A,C,4,single_male,none,3,other,28,none,own,1,2,1,none,yes,unskilled_resident
unknown,6,repaid,retraining,1238,unknown,unemployed,4,single_male,none,4,building_society_savings,36,none,own,1,1,2,yes,yes,mangement_self_employed
C,18,critical,radio_tv,1245,A,C,4,married_male,none,2,other,33,none,own,1,2,1,none,yes,skilled_employee
A,18,fully repaid,furniture,3114,A,B,1,female,none,4,building_society_savings,26,none,rent,1,2,1,none,yes,skilled_employee
unknown,39,repaid,car_used,2569,D,C,4,single_male,none,4,other,24,none,own,1,1,1,none,yes,skilled_employee
B,24,repaid,radio_tv,5152,A,D,4,single_male,none,2,other,25,bank,own,1,1,1,none,yes,skilled_employee
C,12,repaid,business,1037,C,D,3,single_male,none,4,real_estate,39,none,own,1,1,1,none,yes,unskilled_resident
A,15,critical,furniture,1478,A,A,4,single_male,none,4,other,44,none,own,2,1,2,yes,yes,skilled_employee
C,12,critical,radio_tv,3573,A,C,1,female,none,1,real_estate,23,none,own,1,1,1,none,yes,unskilled_resident
C,24,repaid,car_new,1201,A,B,4,single_male,none,1,building_society_savings,26,none,own,1,1,1,none,yes,skilled_employee
A,30,repaid,furniture,3622,B,A,4,female,none,4,building_society_savings,57,none,rent,2,1,1,yes,yes,skilled_employee
unknown,15,delayed,furniture,960,B,D,3,female,none,2,building_society_savings,30,none,own,2,1,1,none,yes,skilled_employee
unknown,12,critical,car_new,1163,D,C,4,single_male,none,4,real_estate,44,none,own,1,1,1,yes,yes,skilled_employee
C,6,delayed,car_new,1209,A,unemployed,4,single_male,none,4,building_society_savings,47,none,own,1,2,1,yes,yes,mangement_self_employed
unknown,12,repaid,radio_tv,3077,A,C,2,single_male,none,4,other,52,none,own,1,1,1,yes,yes,skilled_employee
unknown,24,repaid,car_new,3757,A,A,4,female,co-applicant,4,unknown_none,62,none,for_free,1,1,1,yes,yes,skilled_employee
unknown,10,repaid,car_new,1418,C,C,3,single_male,none,2,real_estate,35,none,rent,1,1,1,none,no,unskilled_resident
unknown,6,repaid,car_new,3518,A,C,2,single_male,guarantor,3,building_society_savings,26,none,rent,1,1,1,none,yes,skilled_employee
unknown,12,critical,radio_tv,1934,A,A,2,single_male,none,2,unknown_none,26,none,own,2,1,1,none,yes,skilled_employee
C,27,fully repaid,business,8318,A,A,2,female,none,4,unknown_none,42,none,for_free,2,2,1,yes,yes,mangement_self_employed
unknown,6,critical,radio_tv,1237,C,C,1,female,none,1,building_society_savings,27,none,own,2,1,1,none,yes,skilled_employee
C,6,repaid,radio_tv,368,unknown,A,4,single_male,none,4,building_society_savings,38,none,own,1,1,1,none,yes,skilled_employee
A,12,critical,car_new,2122,A,C,3,single_male,none,2,real_estate,39,none,rent,2,1,2,none,no,unskilled_resident
A,24,repaid,furniture,2996,unknown,C,2,married_male,none,4,other,20,none,own,1,2,1,none,yes,skilled_employee
C,36,repaid,furniture,9034,C,B,4,single_male,co-applicant,1,unknown_none,29,none,rent,1,2,1,yes,yes,mangement_self_employed
unknown,24,critical,furniture,1585,A,D,4,single_male,none,3,building_society_savings,40,none,own,2,1,1,none,yes,skilled_employee
C,18,repaid,radio_tv,1301,A,A,4,married_male,guarantor,2,real_estate,32,none,own,1,1,1,none,yes,unskilled_resident
B,6,critical,car_new,1323,C,A,2,divorced_male,none,4,other,28,none,own,2,1,2,yes,yes,skilled_employee
A,24,repaid,car_new,3123,A,B,4,female,none,1,building_society_savings,27,none,own,1,2,1,none,yes,skilled_employee
A,36,repaid,car_used,5493,A,A,2,single_male,none,4,unknown_none,42,none,for_free,1,1,2,none,yes,skilled_employee
B,9,repaid,radio_tv,1126,C,A,2,divorced_male,none,4,real_estate,49,none,own,1,1,1,none,yes,skilled_employee
C,24,critical,radio_tv,1216,C,B,4,single_male,none,4,unknown_none,38,bank,own,2,2,2,none,yes,skilled_employee
A,24,repaid,car_new,1207,A,B,4,female,none,4,building_society_savings,24,none,rent,1,2,1,none,yes,skilled_employee
unknown,10,repaid,car_new,1309,unknown,C,4,single_male,guarantor,4,building_society_savings,27,none,own,1,2,1,none,yes,unskilled_resident
B,15,critical,car_used,2360,D,C,2,single_male,none,2,other,36,none,own,1,1,1,yes,yes,skilled_employee
C,15,fully repaid this bank,car_new,6850,C,unemployed,1,single_male,none,2,building_society_savings,34,none,own,1,2,2,yes,yes,mangement_self_employed
unknown,24,repaid,radio_tv,1413,A,C,4,married_male,none,2,building_society_savings,28,none,own,1,1,1,none,yes,skilled_employee
unknown,39,repaid,car_used,8588,C,A,4,single_male,none,2,other,45,none,own,1,1,1,yes,yes,mangement_self_employed
A,12,repaid,car_new,759,A,D,4,single_male,none,2,real_estate,26,none,own,1,2,1,none,yes,skilled_employee
unknown,36,repaid,car_used,4686,A,C,2,single_male,none,2,unknown_none,32,none,for_free,1,1,1,yes,yes,mangement_self_employed
B,15,repaid,business,2687,A,D,2,single_male,none,4,building_society_savings,26,none,rent,1,1,1,yes,yes,skilled_employee
C,12,delayed,radio_tv,585,A,C,4,married_male,co-applicant,4,real_estate,20,none,rent,2,1,1,none,yes,skilled_employee
unknown,24,repaid,car_new,2255,unknown,B,4,single_male,none,1,building_society_savings,54,none,own,1,1,1,none,yes,skilled_employee
A,6,critical,car_new,609,A,D,4,female,none,3,building_society_savings,37,none,own,2,1,1,none,no,skilled_employee
A,6,critical,car_new,1361,A,B,2,single_male,none,4,real_estate,40,none,own,1,1,2,none,no,unskilled_resident
unknown,36,critical,furniture,7127,A,B,2,female,none,4,building_society_savings,23,none,rent,2,2,1,yes,yes,skilled_employee
A,6,repaid,car_new,1203,C,A,3,single_male,none,2,building_society_savings,43,none,own,1,1,1,yes,yes,skilled_employee
unknown,6,critical,radio_tv,700,unknown,A,4,single_male,none,4,unknown_none,36,none,for_free,2,1,1,none,yes,skilled_employee
unknown,24,critical,repairs,5507,A,A,3,single_male,none,4,unknown_none,44,none,for_free,2,1,1,none,yes,skilled_employee
A,18,repaid,radio_tv,3190,A,C,2,female,none,2,real_estate,24,none,own,1,2,1,none,yes,skilled_employee
A,48,fully repaid,furniture,7119,A,C,3,single_male,none,4,unknown_none,53,none,for_free,2,2,2,none,yes,skilled_employee
unknown,24,repaid,car_used,3488,C,D,3,female,none,4,other,23,none,own,1,1,1,none,yes,skilled_employee
C,18,repaid,radio_tv,1113,A,C,4,female,guarantor,4,real_estate,26,none,own,1,1,2,none,yes,unskilled_resident
C,26,repaid,car_used,7966,A,B,2,single_male,none,3,other,30,none,own,2,1,1,none,yes,skilled_employee
unknown,15,critical,education,1532,C,C,4,female,none,3,other,31,none,own,1,1,1,none,yes,skilled_employee
unknown,4,critical,radio_tv,1503,A,D,2,single_male,none,1,real_estate,42,none,own,2,1,2,none,yes,unskilled_resident
A,36,repaid,radio_tv,2302,A,C,4,divorced_male,none,4,other,31,none,rent,1,2,1,none,yes,skilled_employee
A,6,repaid,car_new,662,A,B,3,single_male,none,4,real_estate,41,none,own,1,1,2,yes,yes,unskilled_resident
C,36,repaid,education,2273,A,D,3,single_male,none,1,other,32,none,own,2,1,2,none,yes,skilled_employee
C,15,repaid,car_new,2631,C,C,2,female,none,4,other,28,none,rent,2,2,1,yes,yes,skilled_employee
unknown,12,delayed,car_used,1503,A,C,4,married_male,none,4,real_estate,41,none,rent,1,1,1,none,yes,skilled_employee
unknown,24,repaid,radio_tv,1311,C,D,4,married_male,none,3,building_society_savings,26,none,own,1,1,1,yes,yes,skilled_employee
unknown,24,repaid,radio_tv,3105,unknown,B,4,single_male,none,2,other,25,none,own,2,1,1,none,yes,skilled_employee
B,21,critical,education,2319,A,B,2,divorced_male,none,1,other,33,none,rent,1,2,1,none,yes,skilled_employee
A,6,repaid,car_new,1374,unknown,unemployed,4,female,none,3,building_society_savings,75,none,own,1,1,1,yes,yes,mangement_self_employed
C,18,critical,furniture,3612,A,A,3,female,none,4,building_society_savings,37,none,own,1,1,1,yes,yes,skilled_employee
A,48,repaid,car_new,7763,A,A,4,single_male,none,4,unknown_none,42,bank,for_free,1,2,1,none,yes,mangement_self_employed
B,18,repaid,furniture,3049,A,B,1,female,none,1,building_society_savings,45,stores,own,1,1,1,none,yes,unskilled_resident
C,12,repaid,radio_tv,1534,A,B,1,married_male,none,1,real_estate,23,none,rent,1,2,1,none,yes,skilled_employee
unknown,24,delayed,car_new,2032,A,A,4,single_male,none,4,unknown_none,60,none,for_free,2,1,1,yes,yes,skilled_employee
A,30,repaid,furniture,6350,unknown,A,4,single_male,none,4,building_society_savings,31,none,own,1,2,1,none,yes,skilled_employee
B,18,repaid,furniture,2864,A,C,2,single_male,none,1,real_estate,34,none,own,1,2,2,none,yes,unskilled_resident
unknown,12,critical,car_new,1255,A,A,4,single_male,none,4,real_estate,61,none,own,2,1,1,none,yes,unskilled_resident
A,24,delayed,car_new,1333,A,unemployed,4,single_male,none,2,real_estate,43,none,for_free,2,2,2,none,yes,skilled_employee
unknown,24,critical,car_new,2022,A,C,4,female,none,4,other,37,none,own,1,1,1,yes,yes,skilled_employee
unknown,24,repaid,radio_tv,1552,A,D,3,single_male,none,1,other,32,bank,own,1,1,2,none,yes,skilled_employee
A,12,fully repaid this bank,radio_tv,626,A,C,4,female,none,4,real_estate,24,bank,own,1,2,1,none,yes,unskilled_resident
unknown,48,critical,car_used,8858,unknown,D,2,single_male,none,1,unknown_none,35,none,for_free,2,1,1,yes,yes,skilled_employee
unknown,12,critical,repairs,996,unknown,D,4,female,none,4,real_estate,23,none,own,2,1,1,none,yes,skilled_employee
unknown,6,fully repaid this bank,radio_tv,1750,D,A,2,single_male,none,4,building_society_savings,45,bank,own,1,1,2,none,yes,unskilled_resident
A,48,repaid,radio_tv,6999,A,D,1,married_male,guarantor,1,real_estate,34,none,own,2,2,1,yes,yes,skilled_employee
C,12,critical,car_new,1995,C,B,4,single_male,none,1,other,27,none,own,1,1,1,none,yes,skilled_employee
C,9,repaid,education,1199,A,D,4,female,none,4,building_society_savings,67,none,own,2,1,1,yes,yes,mangement_self_employed
C,12,repaid,radio_tv,1331,A,B,2,single_male,none,1,other,22,stores,own,1,2,1,none,yes,skilled_employee
C,18,fully repaid,car_new,2278,C,B,3,female,none,3,other,28,none,own,2,2,1,none,yes,skilled_employee
unknown,21,fully repaid,car_new,5003,unknown,C,1,female,none,4,building_society_savings,29,bank,own,2,2,1,yes,yes,skilled_employee
A,24,fully repaid this bank,furniture,3552,A,D,3,single_male,none,4,other,27,bank,own,1,2,1,none,yes,skilled_employee
C,18,critical,furniture,1928,A,B,2,single_male,none,2,real_estate,31,none,own,2,2,1,none,yes,unskilled_resident
A,24,repaid,car_used,2964,unknown,A,4,single_male,none,4,unknown_none,49,bank,for_free,1,1,2,yes,yes,skilled_employee
A,24,fully repaid this bank,radio_tv,1546,A,D,4,single_male,guarantor,4,other,24,bank,rent,1,2,1,none,yes,unskilled_resident
B,6,delayed,radio_tv,683,A,B,2,female,none,1,building_society_savings,29,bank,own,1,1,1,none,yes,skilled_employee
C,36,repaid,car_new,12389,unknown,C,1,single_male,none,4,unknown_none,37,none,for_free,1,2,1,yes,yes,skilled_employee
C,24,delayed,business,4712,unknown,C,4,single_male,none,2,building_society_savings,37,bank,own,2,1,1,yes,yes,mangement_self_employed
C,24,delayed,radio_tv,1553,C,D,3,female,none,2,building_society_savings,23,none,rent,2,1,1,yes,yes,skilled_employee
A,12,repaid,car_new,1372,A,D,2,divorced_male,none,3,other,36,none,own,1,2,1,none,yes,skilled_employee
unknown,24,critical,radio_tv,2578,B,A,2,single_male,none,2,other,34,none,own,1,1,1,none,yes,skilled_employee
C,48,repaid,radio_tv,3979,unknown,D,4,single_male,none,1,other,41,none,own,2,1,2,yes,yes,skilled_employee
A,48,repaid,radio_tv,6758,A,C,3,female,none,2,other,31,none,own,1,2,1,yes,yes,skilled_employee
A,24,repaid,furniture,3234,A,B,4,female,none,4,real_estate,23,none,rent,1,2,1,yes,yes,unskilled_resident
unknown,30,critical,radio_tv,5954,A,D,3,single_male,co-applicant,2,other,38,none,own,1,1,1,none,yes,skilled_employee
unknown,24,repaid,car_used,5433,unknown,unemployed,2,female,none,4,building_society_savings,26,none,rent,1,1,1,yes,yes,mangement_self_employed
A,15,repaid,business,806,A,C,4,female,none,4,building_society_savings,22,none,own,1,1,1,none,yes,unskilled_resident
C,9,repaid,radio_tv,1082,A,A,4,single_male,none,4,other,27,none,own,2,1,1,none,yes,unskilled_resident
unknown,15,critical,furniture,2788,A,D,2,female,co-applicant,3,other,24,bank,own,2,1,1,none,yes,skilled_employee
C,12,repaid,radio_tv,2930,A,D,2,female,none,1,real_estate,27,none,own,1,1,1,none,yes,skilled_employee
unknown,24,critical,education,1927,unknown,C,3,female,none,2,other,33,none,own,2,1,1,yes,yes,skilled_employee
C,36,critical,car_new,2820,A,B,4,divorced_male,none,4,other,27,none,own,2,2,1,none,yes,skilled_employee
unknown,24,repaid,retraining,937,A,B,4,married_male,none,3,other,27,none,own,2,1,1,none,yes,unskilled_resident
C,18,critical,car_new,1056,A,A,3,single_male,guarantor,3,real_estate,30,bank,own,2,2,1,none,yes,skilled_employee
C,12,critical,car_new,3124,A,B,1,single_male,none,3,real_estate,49,bank,own,2,1,2,none,yes,unskilled_resident
unknown,9,repaid,furniture,1388,A,C,4,female,none,2,real_estate,26,none,rent,1,1,1,none,yes,skilled_employee
C,36,repaid,repairs,2384,A,B,4,single_male,none,1,unknown_none,33,none,rent,1,2,1,none,yes,unskilled_resident
unknown,12,repaid,car_new,2133,unknown,A,4,female,none,4,unknown_none,52,none,for_free,1,1,1,yes,yes,mangement_self_employed
A,18,repaid,furniture,2039,A,C,1,female,none,4,real_estate,20,bank,rent,1,2,1,none,yes,skilled_employee
A,9,critical,car_new,2799,A,C,2,single_male,none,2,real_estate,36,none,rent,2,1,2,none,yes,skilled_employee
A,12,repaid,furniture,1289,A,C,4,single_male,guarantor,1,building_society_savings,21,none,own,1,1,1,none,yes,unskilled_resident
A,18,repaid,domestic appliances,1217,A,C,4,married_male,none,3,real_estate,47,none,own,1,2,1,yes,yes,unskilled_resident
A,12,critical,furniture,2246,A,A,3,single_male,none,3,building_society_savings,60,none,own,2,2,1,none,yes,skilled_employee
A,12,critical,radio_tv,385,A,D,4,female,none,3,real_estate,58,none,own,4,1,1,yes,yes,unskilled_resident
C,24,delayed,car_new,1965,unknown,C,4,female,none,4,other,42,none,rent,2,1,1,yes,yes,skilled_employee
unknown,21,repaid,business,1572,B,A,4,female,none,4,real_estate,36,bank,own,1,1,1,none,yes,unskilled_resident
C,24,repaid,car_new,2718,A,C,3,female,none,4,building_society_savings,20,none,rent,1,2,1,yes,yes,unskilled_resident
A,24,fully repaid this bank,others,1358,unknown,A,4,single_male,none,3,other,40,stores,own,1,2,1,yes,yes,mangement_self_employed
C,6,fully repaid this bank,car_new,931,C,B,1,female,none,1,building_society_savings,32,stores,own,1,2,1,none,yes,unskilled_resident
A,24,repaid,car_new,1442,A,D,4,female,none,4,other,23,none,rent,2,2,1,none,yes,skilled_employee
C,24,fully repaid,business,4241,A,C,1,single_male,none,4,real_estate,36,none,own,3,2,1,yes,yes,unskilled_resident
unknown,18,critical,car_new,2775,A,D,2,single_male,none,2,building_society_savings,31,bank,own,2,2,1,none,yes,skilled_employee
unknown,24,delayed,business,3863,A,C,1,single_male,none,2,unknown_none,32,none,for_free,1,1,1,none,yes,skilled_employee
C,7,repaid,radio_tv,2329,A,B,1,female,guarantor,1,real_estate,45,none,own,1,1,1,none,yes,skilled_employee
C,9,repaid,furniture,918,A,C,4,female,none,1,building_society_savings,30,none,own,1,2,1,none,yes,skilled_employee
C,24,fully repaid this bank,education,1837,A,D,4,female,none,4,unknown_none,34,bank,for_free,1,2,1,none,yes,unskilled_resident
unknown,36,repaid,furniture,3349,A,C,4,female,none,2,other,28,none,own,1,2,1,yes,yes,mangement_self_employed
B,10,repaid,furniture,1275,A,B,4,female,none,2,building_society_savings,23,none,own,1,1,1,none,yes,skilled_employee
A,24,fully repaid this bank,furniture,2828,D,C,4,single_male,none,4,real_estate,22,stores,own,1,1,1,yes,yes,skilled_employee
unknown,24,critical,business,4526,A,C,3,single_male,none,2,real_estate,74,none,own,1,1,1,yes,yes,mangement_self_employed
C,36,repaid,radio_tv,2671,C,C,4,female,co-applicant,4,unknown_none,50,none,for_free,1,2,1,none,yes,skilled_employee
unknown,18,repaid,radio_tv,2051,A,B,4,single_male,none,1,real_estate,33,none,own,1,1,1,none,yes,skilled_employee
unknown,15,repaid,car_used,1300,unknown,A,4,single_male,none,4,unknown_none,45,bank,for_free,1,1,2,none,yes,skilled_employee
A,12,repaid,domestic appliances,741,C,unemployed,4,female,none,3,building_society_savings,22,none,own,1,2,1,none,yes,skilled_employee
B,10,repaid,car_new,1240,C,A,1,female,none,4,unknown_none,48,none,for_free,1,2,2,none,yes,unskilled_resident
A,21,repaid,radio_tv,3357,B,B,4,female,none,2,other,29,bank,own,1,1,1,none,yes,skilled_employee
A,24,fully repaid this bank,car_used,3632,A,C,1,female,guarantor,4,other,22,bank,rent,1,1,1,none,no,skilled_employee
unknown,18,delayed,furniture,1808,A,D,4,female,none,1,real_estate,22,none,own,1,2,1,none,yes,skilled_employee
C,48,fully repaid,business,12204,unknown,C,2,single_male,none,2,other,48,bank,own,1,1,1,yes,yes,mangement_self_employed
C,60,delayed,radio_tv,9157,unknown,C,2,single_male,none,2,unknown_none,27,none,for_free,1,1,1,none,yes,mangement_self_employed
A,6,critical,car_new,3676,A,C,1,single_male,none,3,real_estate,37,none,rent,3,1,2,none,yes,skilled_employee
C,30,repaid,furniture,3441,C,C,2,female,co-applicant,4,other,21,none,rent,1,2,1,none,yes,skilled_employee
unknown,12,repaid,car_new,640,A,C,4,divorced_male,none,2,real_estate,49,none,own,1,1,1,none,yes,unskilled_resident
C,21,critical,business,3652,A,D,2,single_male,none,3,building_society_savings,27,none,own,2,1,1,none,yes,skilled_employee
unknown,18,critical,car_new,1530,A,C,3,single_male,none,2,building_society_savings,32,bank,own,2,2,1,none,yes,skilled_employee
unknown,48,repaid,business,3914,unknown,C,4,divorced_male,none,2,real_estate,38,bank,own,1,2,1,none,yes,skilled_employee
A,12,repaid,furniture,1858,A,B,4,female,none,1,other,22,none,rent,1,1,1,none,yes,skilled_employee
A,18,repaid,radio_tv,2600,A,C,4,single_male,none,4,unknown_none,65,none,for_free,2,2,1,none,yes,skilled_employee
unknown,15,repaid,radio_tv,1979,unknown,A,4,single_male,none,2,other,35,none,own,1,1,1,none,yes,skilled_employee
B,6,repaid,furniture,2116,A,C,2,single_male,none,2,real_estate,41,none,own,1,1,1,yes,yes,skilled_employee
C,9,fully repaid this bank,car_new,1437,C,D,2,single_male,none,3,unknown_none,29,none,own,1,2,1,none,yes,skilled_employee
unknown,42,critical,furniture,4042,D,C,4,single_male,none,4,real_estate,36,none,own,2,1,1,yes,yes,skilled_employee
unknown,9,repaid,education,3832,unknown,A,1,single_male,none,4,real_estate,64,none,own,1,1,1,none,yes,unskilled_resident
A,24,repaid,radio_tv,3660,A,C,2,female,none,4,other,28,none,own,1,1,1,none,yes,skilled_employee
A,18,fully repaid this bank,furniture,1553,A,C,4,single_male,none,3,other,44,bank,own,1,2,1,none,yes,skilled_employee
C,15,repaid,radio_tv,1444,unknown,B,4,single_male,none,1,building_society_savings,23,none,own,1,1,1,none,yes,skilled_employee
unknown,9,repaid,furniture,1980,A,B,2,female,co-applicant,2,other,19,none,rent,2,2,1,none,yes,skilled_employee
C,24,repaid,car_new,1355,A,B,3,female,none,4,other,25,none,own,1,2,1,yes,yes,unskilled_resident
unknown,12,repaid,education,1393,A,A,4,single_male,none,4,building_society_savings,47,bank,own,3,1,2,yes,yes,skilled_employee
unknown,24,repaid,radio_tv,1376,D,D,4,female,none,1,other,28,none,own,1,1,1,none,yes,skilled_employee
unknown,60,delayed,radio_tv,15653,A,D,2,single_male,none,4,other,21,none,own,2,1,1,yes,yes,skilled_employee
unknown,12,repaid,radio_tv,1493,A,B,4,female,none,3,other,34,none,own,1,1,2,none,yes,skilled_employee
A,42,delayed,radio_tv,4370,A,D,3,single_male,none,2,building_society_savings,26,bank,own,2,2,2,yes,yes,skilled_employee
A,18,repaid,education,750,A,unemployed,4,female,none,1,real_estate,27,none,own,1,2,1,none,yes,unemployed_non_resident
C,15,repaid,repairs,1308,A,A,4,single_male,none,4,other,38,none,own,2,1,1,none,yes,unskilled_resident
unknown,15,repaid,education,4623,C,C,3,single_male,none,2,building_society_savings,40,none,own,1,2,1,yes,yes,mangement_self_employed
unknown,24,critical,radio_tv,1851,A,D,4,married_male,guarantor,2,other,33,none,own,2,1,1,yes,yes,skilled_employee
A,18,critical,radio_tv,1880,A,D,4,married_male,none,1,building_society_savings,32,none,own,2,1,1,yes,yes,mangement_self_employed
unknown,36,delayed,business,7980,unknown,B,4,single_male,none,4,other,27,none,rent,2,2,1,yes,yes,skilled_employee
A,30,fully repaid,furniture,4583,A,C,2,divorced_male,guarantor,2,real_estate,32,none,own,2,1,1,none,yes,skilled_employee
unknown,12,repaid,car_new,1386,D,C,2,female,none,2,building_society_savings,26,none,own,1,2,1,none,yes,skilled_employee
B,24,repaid,car_new,947,A,D,4,single_male,none,3,unknown_none,38,bank,for_free,1,2,2,none,yes,skilled_employee
A,12,repaid,education,684,A,C,4,single_male,none,4,other,40,none,rent,1,2,2,none,yes,unskilled_resident
A,48,repaid,education,7476,A,D,4,single_male,none,1,unknown_none,50,none,for_free,1,1,1,yes,yes,mangement_self_employed
C,12,repaid,furniture,1922,A,C,4,single_male,none,2,building_society_savings,37,none,own,1,2,1,none,yes,unskilled_resident
A,24,repaid,car_new,2303,A,A,4,single_male,co-applicant,1,real_estate,45,none,own,1,2,1,none,yes,skilled_employee
C,36,delayed,car_new,8086,C,A,2,single_male,none,4,other,42,none,own,4,2,1,yes,yes,mangement_self_employed
unknown,24,critical,car_used,2346,A,D,4,single_male,none,3,other,35,none,own,2,1,1,yes,yes,skilled_employee
A,14,repaid,car_new,3973,A,unemployed,1,single_male,none,4,unknown_none,22,none,for_free,1,1,1,none,yes,skilled_employee
C,12,repaid,car_new,888,A,A,4,single_male,none,4,other,41,bank,own,1,2,2,none,yes,unskilled_resident
unknown,48,repaid,radio_tv,10222,unknown,D,4,single_male,none,3,other,37,stores,own,1,1,1,yes,yes,skilled_employee
C,30,fully repaid,business,4221,A,C,2,female,none,1,other,28,none,own,2,1,1,none,yes,skilled_employee
C,18,critical,furniture,6361,A,A,2,single_male,none,1,unknown_none,41,none,own,1,1,1,yes,yes,skilled_employee
B,12,repaid,radio_tv,1297,A,C,3,married_male,none,4,real_estate,23,none,rent,1,1,1,none,yes,skilled_employee
A,12,repaid,car_new,900,unknown,C,4,married_male,none,2,other,23,none,own,1,2,1,none,yes,skilled_employee
unknown,21,repaid,furniture,2241,A,A,4,single_male,none,2,real_estate,50,none,own,2,1,1,none,yes,skilled_employee
C,6,delayed,furniture,1050,A,unemployed,4,single_male,none,1,building_society_savings,35,stores,own,2,1,1,yes,yes,mangement_self_employed
B,6,critical,education,1047,A,C,2,female,none,4,building_society_savings,50,none,own,1,1,1,none,yes,unskilled_resident
unknown,24,critical,others,6314,A,unemployed,4,single_male,co-applicant,2,unknown_none,27,bank,own,2,1,1,yes,yes,mangement_self_employed
C,30,fully repaid this bank,furniture,3496,B,C,4,single_male,none,2,other,34,stores,own,1,1,2,yes,yes,skilled_employee
unknown,48,fully repaid this bank,business,3609,A,C,1,female,none,1,real_estate,27,stores,own,1,1,1,none,yes,skilled_employee
A,12,critical,car_new,4843,A,A,3,single_male,co-applicant,4,building_society_savings,43,none,rent,2,2,1,yes,yes,skilled_employee
B,30,critical,radio_tv,3017,A,A,4,single_male,none,4,building_society_savings,47,none,own,1,1,1,none,yes,skilled_employee
unknown,24,critical,business,4139,C,C,3,single_male,none,3,building_society_savings,27,none,own,2,1,1,yes,yes,unskilled_resident
unknown,36,repaid,business,5742,C,D,2,single_male,none,2,other,31,none,own,2,1,1,yes,yes,skilled_employee
unknown,60,repaid,car_new,10366,A,A,2,single_male,none,4,building_society_savings,42,none,own,1,1,1,yes,yes,mangement_self_employed
unknown,6,critical,car_new,2080,D,C,1,married_male,none,2,other,24,none,own,1,1,1,none,yes,skilled_employee
unknown,21,delayed,business,2580,D,B,4,single_male,none,2,real_estate,41,bank,own,1,2,2,none,yes,unskilled_resident
unknown,30,critical,radio_tv,4530,A,D,4,female,none,4,other,26,none,rent,1,1,1,yes,yes,mangement_self_employed
unknown,24,critical,furniture,5150,A,A,4,single_male,none,4,other,33,none,own,1,1,1,yes,yes,skilled_employee
C,72,repaid,radio_tv,5595,C,C,2,married_male,none,2,other,24,none,own,1,2,1,none,yes,skilled_employee
A,24,repaid,radio_tv,2384,A,A,4,single_male,none,4,real_estate,64,bank,rent,1,1,1,none,yes,unskilled_resident
unknown,18,repaid,radio_tv,1453,A,B,3,female,none,1,real_estate,26,none,own,1,1,1,none,yes,skilled_employee
unknown,6,repaid,education,1538,A,B,1,female,none,2,unknown_none,56,none,own,1,1,1,none,yes,skilled_employee
unknown,12,repaid,radio_tv,2279,unknown,C,4,single_male,none,4,unknown_none,37,none,for_free,1,1,1,yes,yes,skilled_employee
unknown,15,delayed,radio_tv,1478,A,C,4,married_male,none,3,real_estate,33,bank,own,2,1,1,none,yes,skilled_employee
unknown,24,critical,radio_tv,5103,A,B,3,married_male,none,3,unknown_none,47,none,for_free,3,1,1,yes,yes,skilled_employee
C,36,delayed,business,9857,C,D,1,single_male,none,3,building_society_savings,31,none,own,2,1,2,yes,yes,unskilled_resident
unknown,60,repaid,car_new,6527,unknown,C,4,single_male,none,4,unknown_none,34,none,for_free,1,1,2,yes,yes,skilled_employee
B,10,critical,radio_tv,1347,unknown,D,4,single_male,none,2,building_society_savings,27,none,own,2,1,1,yes,yes,skilled_employee
C,36,delayed,car_new,2862,C,A,4,single_male,none,3,unknown_none,30,none,for_free,1,1,1,none,yes,skilled_employee
