"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","OWN_CAR_AGE","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE"
225543,0,"Cash loans","M","Y",0,180000,270000,7555.5,270000,"Unaccompanied","Working","Higher education","Single / not married","Rented apartment",0.025164,-9886,-1557,-4521,-2563,8,1,1,0,1,0,0,"Core staff",1,2,2,"FRIDAY",10,0,0,0,0,1,1,"Emergency",0,0,0,0,-224
225551,0,"Cash loans","M","Y",0,247500,285723,22239,238500,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.009334,-10355,-2084,-3239,-1010,12,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",18,0,0,0,0,0,0,"Industry: type 7",0,0,0,0,-1992
225559,0,"Cash loans","M","N",2,135000,139500,13374,139500,"Unaccompanied","State servant","Higher education","Married","With parents",0.030755,-14245,-97,-7933,-5085,9,1,1,0,1,0,0,"Core staff",4,2,2,"SATURDAY",13,0,0,0,0,0,0,"Kindergarten",1,0,1,0,0
225608,0,"Cash loans","F","N",0,202500,1096020,56092.5,9e+05,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","With parents",0.018634,-14082,-2602,-7728,-4616,8,1,1,0,1,0,1,"Managers",2,2,2,"WEDNESDAY",16,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-816
225697,0,"Revolving loans","M","Y",0,135000,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.020713,-9883,-2639,-1072,-2072,64,1,1,0,1,1,0,"High skill tech staff",2,3,3,"SATURDAY",8,0,0,0,0,0,0,"Business Entity Type 3",4,0,4,0,-1740
225720,0,"Cash loans","M","N",0,270000,274779,31131,261000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.020713,-9457,-127,-3584,-2141,17,1,1,0,1,0,0,"Core staff",1,3,3,"TUESDAY",11,0,0,0,1,1,0,"Self-employed",4,2,4,2,-530
225761,0,"Cash loans","F","N",1,292500,135000,14323.5,135000,"Family","Commercial associate","Lower secondary","Single / not married","House / apartment",0.007305,-9740,-1031,-4581,-1233,8,1,1,1,1,1,0,"Realty agents",2,3,3,"WEDNESDAY",13,0,0,0,0,0,0,"Self-employed",0,0,0,0,-2571
225800,0,"Revolving loans","F","Y",2,202500,1237500,61875,1237500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.009175,-11451,-1317,-3136,-3591,2,1,1,0,1,1,0,"Managers",4,2,2,"FRIDAY",12,0,0,0,0,0,0,"Trade: type 1",0,0,0,0,-365
225806,0,"Cash loans","M","Y",0,90000,450000,35685,450000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.031329,-16122,-300,-1224,-4562,8,1,1,0,1,1,0,"Drivers",1,2,2,"MONDAY",15,0,0,0,0,0,0,"Business Entity Type 3",5,0,5,0,-1897
225859,0,"Cash loans","F","N",0,225000,9e+05,32458.5,9e+05,"Unaccompanied","Working","Secondary / secondary special","Separated","With parents",0.005144,-17555,-4626,-11583,-1100,7,1,1,0,1,1,0,"Private service staff",1,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-3177
225872,0,"Cash loans","F","Y",0,328500,743463,26833.5,553500,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.008575,-20562,-3274,-10208,-1422,14,1,1,0,1,0,0,"Accountants",1,2,2,"THURSDAY",17,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-748
225947,0,"Revolving loans","F","Y",0,270000,337500,16875,337500,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.0228,-10612,-345,-5277,-3289,6,1,1,0,1,1,0,"Accountants",1,2,2,"TUESDAY",7,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1871
225974,0,"Cash loans","F","N",2,315000,755190,38556,675000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-12715,-1030,-1456,-4923,3,1,1,1,1,0,0,"Accountants",4,1,1,"SUNDAY",15,0,1,1,0,1,1,"Business Entity Type 3",0,0,0,0,-635
226053,0,"Cash loans","M","Y",0,135000,679500,36333,679500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.025164,-14434,-1448,-20,-5128,13,1,1,0,1,0,0,"Laborers",2,2,2,"TUESDAY",15,0,0,0,0,0,0,"Transport: type 4",0,0,0,0,-465
226102,1,"Cash loans","M","Y",0,225000,1224990,43528.5,877500,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.020246,-12642,-660,-2195,-4717,9,1,1,0,1,1,1,"Laborers",2,3,3,"SUNDAY",13,0,0,0,0,0,0,"Business Entity Type 2",3,1,3,1,-963
226203,0,"Revolving loans","F","Y",0,270000,540000,27000,540000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.007305,-17972,-8535,-6626,-1503,12,1,1,0,1,0,1,"Managers",2,3,3,"TUESDAY",14,0,0,0,0,0,0,"Transport: type 2",0,0,0,0,-853
226216,0,"Cash loans","M","Y",0,112500,143910,13585.5,135000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.035792,-11884,-2389,-19,-3790,5,1,1,1,1,0,0,"Drivers",1,2,2,"MONDAY",12,0,0,0,0,0,0,"Government",0,0,0,0,-237
226256,0,"Revolving loans","M","Y",1,315000,765000,38250,765000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.072508,-10700,-319,-414,-3375,14,1,1,0,1,1,0,"Managers",3,1,1,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,0
226289,0,"Cash loans","M","Y",0,315000,675000,41427,675000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.025164,-14513,-597,-223,-3176,2,1,1,0,1,0,0,"Drivers",2,2,2,"MONDAY",9,0,0,0,0,0,0,"Self-employed",0,0,0,0,-504
226358,0,"Cash loans","F","Y",0,135000,278712,17941.5,220500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.006305,-14036,-6928,-8157,-4766,15,1,1,0,1,1,0,"Secretaries",2,3,3,"WEDNESDAY",12,0,0,0,0,0,0,"Medicine",4,0,4,0,-1753
226394,0,"Cash loans","M","Y",0,112500,90000,9549,90000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.006008,-13130,-520,-7271,-2969,19,1,1,1,1,1,0,"Laborers",1,2,2,"WEDNESDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-366
226397,0,"Cash loans","M","Y",2,135000,720000,21051,720000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.015221,-13003,-1440,-424,-4239,1,1,1,0,1,0,0,"Laborers",4,2,2,"MONDAY",10,0,0,0,0,0,0,"Industry: type 9",2,0,2,0,-1290
226402,0,"Cash loans","M","N",0,267529.5,675000,47448,675000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.020713,-21408,-10641,-8147,-4762,12,1,1,1,1,1,0,"Managers",2,3,2,"TUESDAY",12,0,0,0,0,0,0,"Medicine",0,0,0,0,-490
226403,0,"Cash loans","M","N",0,315000,1800000,62698.5,1800000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010032,-20673,-999,-7724,-4175,17,1,1,1,1,1,0,"Managers",2,2,2,"FRIDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-2854
226436,0,"Revolving loans","M","Y",0,166500,135000,6750,135000,"Other_B","Commercial associate","Higher education","Married","House / apartment",0.008625,-12089,-2980,-6145,-4729,14,1,1,0,1,0,0,"Laborers",2,2,2,"TUESDAY",12,0,0,0,0,0,0,"Industry: type 11",5,0,5,0,-556
226449,0,"Revolving loans","M","Y",0,126000,382500,19125,382500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.002042,-19082,-919,-9524,-2603,1,1,1,0,1,0,0,"Laborers",2,3,3,"TUESDAY",15,0,0,0,0,0,0,"Construction",1,0,1,0,0
226731,0,"Cash loans","M","Y",0,126000,545040,25537.5,450000,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.025164,-10217,-426,-4150,-2881,12,1,1,0,1,0,0,"Laborers",2,2,2,"SUNDAY",10,0,0,0,0,0,0,"Business Entity Type 3",2,1,2,0,-1821
226744,0,"Cash loans","M","N",0,202500,814041,26257.5,679500,"Unaccompanied","State servant","Higher education","Civil marriage","House / apartment",0.018209,-12430,-405,-6548,-4161,1,1,1,1,1,1,0,"Core staff",2,3,3,"SATURDAY",15,0,0,0,1,1,0,"Medicine",0,0,0,0,-1059
226789,0,"Cash loans","M","N",0,360000,329904,26194.5,261000,"Unaccompanied","State servant","Higher education","Married","Municipal apartment",0.032561,-16001,-443,-1158,-535,4,1,1,0,1,0,1,"Core staff",2,1,1,"MONDAY",15,0,0,0,0,0,0,"Government",0,0,0,0,-3328
226817,0,"Cash loans","M","N",0,112500,512995.5,36612,454500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.00733,-13549,-5703,-5824,-4868,8,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Transport: type 4",0,0,0,0,-2035
226839,0,"Cash loans","F","Y",0,315000,1002870,42489,922500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.018801,-16595,-480,-491,-129,20,1,1,0,1,1,0,"Realty agents",2,2,2,"THURSDAY",8,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1
226863,0,"Cash loans","F","N",0,157500,1107981,29358,967500,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.031329,-17470,-162,-4760,-1002,7,1,1,1,1,1,0,"Core staff",1,2,2,"MONDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1497
226883,0,"Cash loans","M","N",1,180000,285723,22239,238500,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.025164,-12925,-1693,-2829,-3624,15,1,1,0,1,0,1,"IT staff",3,2,2,"TUESDAY",14,0,0,0,0,0,0,"University",0,0,0,0,-2169
226911,1,"Cash loans","M","Y",0,292500,675000,36616.5,675000,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.072508,-9218,-334,-3855,-1875,6,1,1,0,1,0,0,"Laborers",1,1,1,"TUESDAY",13,0,0,0,0,0,0,"Other",4,1,4,1,-1042
226937,0,"Cash loans","F","N",0,270000,1575000,43312.5,1575000,"Unaccompanied","Commercial associate","Higher education","Widow","House / apartment",0.035792,-21059,-2711,-53,-4428,3,1,1,0,1,0,0,"Accountants",1,2,2,"TUESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",2,0,2,0,-2466
226996,0,"Cash loans","M","N",0,607500,2013840,55507.5,1800000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.003541,-11331,-1678,-659,-3774,3,1,1,1,1,0,0,"Laborers",2,1,1,"SATURDAY",12,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1776
226999,0,"Cash loans","M","N",0,315000,531706.5,25708.5,459000,"Spouse, partner","Working","Higher education","Married","Office apartment",0.016612,-15383,-5003,-4396,-359,10,1,1,0,1,0,0,"Managers",2,2,2,"FRIDAY",13,0,0,0,0,0,0,"University",2,0,2,0,-195
227161,0,"Cash loans","F","Y",1,121500,802773,44955,693000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-14232,-3129,-4384,-4863,4,1,1,0,1,1,0,"High skill tech staff",3,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Other",10,0,10,0,-1861
227175,0,"Cash loans","M","Y",2,180000,152820,18265.5,135000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.00733,-13971,-2955,-1664,-4790,7,1,1,0,1,0,0,"Laborers",4,2,2,"SATURDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-697
227249,0,"Cash loans","F","N",1,112500,187704,8878.5,148500,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.009657,-9914,-1049,-1970,-2597,7,1,1,0,1,0,0,"Laborers",3,2,2,"FRIDAY",16,0,0,0,0,0,0,"Business Entity Type 3",2,2,2,2,-1128
227338,1,"Cash loans","M","Y",0,270000,545040,26509.5,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018634,-10656,-986,-10192,-2146,19,1,1,0,1,1,0,"Laborers",2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Construction",2,0,2,0,-468
227366,0,"Cash loans","F","Y",1,247500,1035000,34335,1035000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.028663,-15968,-4617,-2734,-4814,10,1,1,0,1,0,0,"Core staff",2,2,2,"TUESDAY",16,0,0,0,0,0,0,"Medicine",1,0,1,0,-2504
227378,0,"Cash loans","M","Y",2,292500,719946,34767,643500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018029,-15011,-5905,-11424,-158,15,1,1,0,1,0,0,"Managers",4,3,2,"SATURDAY",7,0,0,0,0,0,0,"Other",0,0,0,0,-34
227426,0,"Cash loans","F","Y",1,180000,298512,23715,270000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.0105,-11845,-763,-2463,-1403,13,1,1,0,1,0,0,"Secretaries",3,3,3,"FRIDAY",16,0,0,0,0,0,0,"Security Ministries",2,0,2,0,-887
227509,1,"Cash loans","F","Y",0,337500,1800000,62568,1800000,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.009657,-19487,-4018,-9269,-2996,15,1,1,1,1,1,0,"High skill tech staff",1,2,2,"THURSDAY",9,0,0,0,0,0,0,"Other",0,0,0,0,-2387
227552,0,"Revolving loans","M","Y",2,171000,180000,9000,180000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.020713,-9649,-1365,-4299,-2321,2,1,1,0,1,0,0,"High skill tech staff",4,3,2,"SATURDAY",9,0,0,0,1,0,1,"Industry: type 7",1,0,1,0,-960
227569,0,"Cash loans","F","Y",1,157500,1078200,38331,9e+05,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.072508,-14776,-1677,-8387,-4811,64,1,1,0,1,0,0,"Sales staff",2,1,1,"WEDNESDAY",10,0,0,0,0,0,0,"Self-employed",0,0,0,0,-375
227658,0,"Cash loans","M","Y",1,675000,1574532,66843,1350000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.025164,-13024,-1098,-7042,-4343,9,1,1,0,1,1,0,"Managers",3,2,2,"FRIDAY",14,0,0,0,0,1,1,"Construction",0,0,0,0,-476
227677,0,"Cash loans","F","Y",1,180000,1125000,33025.5,1125000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.011703,-13987,-272,-6339,-4778,6,1,1,0,1,1,0,"Sales staff",3,2,2,"TUESDAY",10,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,0
227703,0,"Cash loans","M","Y",0,157500,9e+05,26316,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.009657,-11039,-2298,-8500,-3113,12,1,1,1,1,0,0,"High skill tech staff",2,2,2,"THURSDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-1021
227712,0,"Cash loans","M","N",0,180000,1113840,47191.5,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.010006,-14645,-4474,-617,-4558,9,1,1,1,1,1,0,"High skill tech staff",2,2,2,"THURSDAY",20,0,0,0,0,0,0,"Emergency",1,0,1,0,-3017
227750,0,"Revolving loans","F","N",0,157500,180000,9000,180000,"Unaccompanied","Working","Incomplete higher","Single / not married","With parents",0.04622,-8420,-1230,-6455,-904,64,1,1,0,1,0,0,"Core staff",1,1,1,"WEDNESDAY",18,0,1,1,0,0,0,"Bank",3,0,3,0,-283
227754,0,"Cash loans","F","Y",1,135000,254700,28737,225000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010643,-10275,-369,-233,-2928,15,1,1,0,1,0,0,"Laborers",3,2,2,"THURSDAY",11,0,0,0,0,1,1,"Self-employed",4,0,4,0,-268
227784,0,"Cash loans","F","Y",1,202500,9e+05,46084.5,9e+05,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.018634,-11460,-1268,-505,-2267,9,1,1,0,1,0,1,"Waiters/barmen staff",3,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-904
227832,0,"Cash loans","F","Y",1,157500,177903,13428,148500,"Family","Working","Secondary / secondary special","Widow","House / apartment",0.016612,-13112,-3202,-356,-1835,8,1,1,0,1,0,0,"Core staff",2,2,2,"THURSDAY",10,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,-2692
227881,0,"Cash loans","M","Y",0,135000,247500,29502,247500,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.028663,-10095,-1094,-4693,-2338,5,1,1,0,1,0,0,"Security staff",2,2,2,"THURSDAY",9,0,0,0,0,0,0,"Security",0,0,0,0,-791
227932,0,"Cash loans","M","Y",0,180000,813195,43456.5,702000,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.019689,-21855,-2810,-4748,-403,7,1,1,0,1,0,0,"Managers",1,2,2,"SUNDAY",12,0,0,0,0,0,0,"Business Entity Type 3",11,0,11,0,-1654
227951,0,"Cash loans","M","Y",0,472500,676629,53590.5,612000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.04622,-10898,-539,-5546,-3562,4,1,1,0,1,1,0,"Drivers",2,1,1,"FRIDAY",18,0,1,1,0,0,0,"Business Entity Type 3",1,0,1,0,-861
227980,0,"Cash loans","M","Y",0,270000,822942,32017.5,589500,"Unaccompanied","Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.001276,-10608,-1685,-5139,-302,14,1,1,0,1,0,0,"Laborers",2,2,2,"THURSDAY",7,0,0,0,0,0,0,"Other",2,0,2,0,-283
228031,0,"Cash loans","F","Y",0,202500,1483650,61357.5,1350000,"Unaccompanied","Working","Higher education","Civil marriage","House / apartment",0.018801,-17700,-4299,-11817,-1226,19,1,1,0,1,0,1,"Laborers",2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-483
228033,0,"Cash loans","M","Y",0,405000,1305000,42097.5,1305000,"Unaccompanied","Working","Higher education","Married","With parents",0.010556,-10779,-394,-8615,-3432,13,1,1,1,1,1,0,"Managers",2,3,3,"THURSDAY",12,0,0,0,0,1,1,"Business Entity Type 2",3,0,3,0,-1948
228145,1,"Cash loans","M","N",0,90000,99504,10714.5,90000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.018209,-12383,-2017,-6258,-5027,19,1,1,1,1,1,0,"Drivers",1,3,3,"FRIDAY",8,0,0,0,0,0,0,"Business Entity Type 1",0,0,0,0,-1749
228161,0,"Cash loans","M","N",0,135000,675000,41427,675000,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.01452,-9269,-766,-4129,-1817,23,1,1,0,1,0,0,"Drivers",2,2,2,"TUESDAY",13,0,0,0,0,0,0,"Business Entity Type 2",13,2,13,2,-1185
228234,0,"Cash loans","M","Y",0,225000,1125000,33025.5,1125000,"Unaccompanied","Working","Incomplete higher","Married","House / apartment",0.016612,-13330,-982,-7288,-4514,6,1,1,0,1,0,0,"Managers",2,2,2,"TUESDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,0,0,0,-3174
228266,0,"Cash loans","M","Y",1,225000,728460,57685.5,675000,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.006629,-12782,-366,-9355,-779,21,1,1,0,1,1,0,"Drivers",3,2,2,"MONDAY",5,0,0,0,0,0,0,"Transport: type 4",0,0,0,0,-572
228311,0,"Cash loans","M","N",0,270000,675000,36747,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.030755,-13182,-2202,-1645,-4958,29,1,1,1,1,0,0,"Laborers",2,2,2,"WEDNESDAY",16,0,0,0,0,1,1,"Business Entity Type 1",0,0,0,0,-1500
228394,0,"Revolving loans","F","Y",1,270000,765000,38250,765000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.032561,-13207,-4384,-7276,-4405,64,1,1,0,1,0,1,"Sales staff",2,1,1,"THURSDAY",18,1,0,1,0,0,0,"Business Entity Type 3",0,0,0,0,-973
228437,0,"Cash loans","F","Y",0,144000,675000,70879.5,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.028663,-15394,-2959,-557,-4436,7,1,1,0,1,1,0,"Core staff",2,2,2,"TUESDAY",10,0,0,0,0,0,0,"Self-employed",4,0,4,0,-2919
228518,0,"Cash loans","M","Y",0,315000,358344,24075,283500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.035792,-15225,-1476,-7759,-2177,8,1,1,0,1,0,1,"Managers",2,2,2,"MONDAY",13,0,0,0,0,0,0,"Trade: type 3",3,0,3,0,-1840
228544,0,"Cash loans","F","Y",0,180000,414792,15637.5,315000,"Family","Commercial associate","Higher education","Married","House / apartment",0.072508,-10883,-3885,-5493,-1318,5,1,1,1,1,1,1,"Laborers",2,1,1,"WEDNESDAY",10,0,0,0,0,0,0,"Trade: type 7",0,0,0,0,-2494
228582,0,"Revolving loans","F","Y",1,180000,270000,13500,270000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.007305,-9433,-927,-5597,-2103,9,1,1,0,1,0,0,"Laborers",3,3,3,"SATURDAY",9,0,0,0,0,0,0,"Advertising",2,2,2,1,-768
228632,0,"Cash loans","F","Y",0,225000,1256400,40657.5,9e+05,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008019,-17657,-1766,-2859,-1205,8,1,1,0,1,1,0,"Laborers",2,2,2,"SATURDAY",11,0,0,0,0,0,0,"Business Entity Type 3",1,0,1,0,-1372
228649,0,"Cash loans","F","Y",1,90000,157050,8145,112500,"Spouse, partner","Commercial associate","Higher education","Married","Office apartment",0.018801,-8723,-1645,-2979,-858,15,1,1,0,1,0,0,"Core staff",3,2,2,"SUNDAY",12,0,0,0,0,0,0,"Trade: type 3",1,0,1,0,-1152
228664,0,"Cash loans","F","Y",0,180000,970380,34510.5,810000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.020713,-13537,-1776,-1148,-3361,16,1,1,0,1,0,0,"Laborers",1,3,1,"FRIDAY",14,0,0,0,0,0,0,"Industry: type 11",4,0,4,0,-616
228672,0,"Cash loans","M","Y",0,405000,728460,76626,675000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.035792,-14638,-5001,-3968,-4374,7,1,1,0,1,0,0,"Managers",2,2,2,"MONDAY",12,0,0,0,0,1,1,"Business Entity Type 3",0,0,0,0,-937
228791,0,"Revolving loans","M","Y",1,225000,270000,13500,270000,"Unaccompanied","Working","Higher education","Married","House / apartment",0.006305,-10146,-1596,-1627,-2686,15,1,1,0,1,0,0,"Laborers",3,3,3,"SUNDAY",6,0,0,0,0,0,0,"Construction",0,0,0,0,-249
228805,0,"Revolving loans","F","Y",1,67500,202500,10125,202500,"Spouse, partner","Working","Secondary / secondary special","Married","House / apartment",0.00496,-11689,-1694,-5095,-1202,14,1,1,1,1,1,0,"Core staff",3,2,2,"THURSDAY",9,0,0,0,0,0,0,"Self-employed",1,0,1,0,-289
228829,0,"Cash loans","M","Y",0,135000,873342,30942,729000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010147,-15393,-2297,-7388,-3912,24,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",14,0,0,0,0,0,0,"Transport: type 4",4,0,4,0,-160
228859,0,"Cash loans","F","N",0,112500,119925,11812.5,112500,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.008474,-19088,-4963,-11707,-2616,7,1,1,0,1,0,0,"HR staff",2,2,2,"MONDAY",17,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-1626
229038,0,"Cash loans","M","Y",0,180000,755190,36328.5,675000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.031329,-11452,-2186,-4712,-3655,12,1,1,1,1,0,0,"Laborers",2,2,2,"SATURDAY",10,0,0,0,1,1,0,"Other",0,0,0,0,-2
229047,0,"Cash loans","M","Y",0,225000,225000,13765.5,225000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.006207,-8546,-415,-601,-1131,6,1,1,0,1,0,0,"High skill tech staff",1,2,2,"MONDAY",17,0,0,0,0,0,0,"Business Entity Type 2",0,0,0,0,-551
229054,0,"Cash loans","F","Y",1,225000,288873,21064.5,238500,"Unaccompanied","Working","Higher education","Separated","House / apartment",0.010147,-14816,-1672,-11724,-2268,1,1,1,0,1,0,0,"Core staff",2,2,2,"WEDNESDAY",17,0,0,0,0,0,0,"Self-employed",3,0,3,0,-1250
229080,0,"Cash loans","M","Y",0,162000,349258.5,16929,301500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.006207,-14289,-5261,-6826,-4679,1,1,1,1,1,0,0,"Laborers",2,2,2,"THURSDAY",16,0,0,0,0,0,0,"Industry: type 11",3,1,3,1,-1680
229101,0,"Cash loans","F","Y",3,225000,188478,21393,166500,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.031329,-12058,-3165,-9838,-2342,8,1,1,0,1,0,1,"Core staff",5,2,2,"FRIDAY",11,0,0,0,0,0,0,"Police",1,0,1,0,-863
229116,0,"Cash loans","F","Y",0,157500,261801,24012,234000,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.035792,-16108,-1984,-8401,-1912,4,1,1,0,1,1,0,"Core staff",2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Kindergarten",0,0,0,0,-1992
229167,0,"Cash loans","F","Y",0,180000,486000,16191,486000,"Unaccompanied","Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.0228,-16508,-105,-8580,-51,2,1,1,0,1,0,0,"Managers",1,2,2,"MONDAY",8,0,0,0,0,0,0,"Self-employed",4,0,4,0,-1051
229208,1,"Cash loans","M","Y",1,450000,1971072,68643,1800000,"Unaccompanied","Commercial associate","Higher education","Married","House / apartment",0.072508,-19697,-2751,-4569,-3179,9,1,1,0,1,0,0,"Managers",3,1,1,"SATURDAY",10,0,1,1,0,0,0,"Business Entity Type 1",0,0,0,0,-1909
